title,url,category,description,datetime,title_len
"Расходы на армию вырастут вдвое: Кабмин предлагает Раде пересмотреть бюджет-2026 Пт 08.05.2026, 18:15",https://www.rbc.ua/ukr/news/vidatki-armiyu-zrostut-udvichi-kabmin-proponue-1778252986.html,,,,101
"Вокруг Москвы строят еще одно ""кольцо"" ПВО, - СМИ",https://www.rbc.ua/ukr/news/navkolo-moskvi-buduyut-shche-odne-kiltse-1778322699.html,,,,49
"Латвия поднимала истребители из-за угрозы в воздушном пространстве на границе с РФ Сб 09.05.2026, 09:51",https://www.rbc.ua/ukr/news/latviya-pidiymala-vinishchuvachi-cherez-zagrozu-1778309093.html,,,,103
"Раненый Хаменеи может вести переговоры Ирана с США ""из тени"", - CNN Сб 09.05.2026, 09:11",https://www.rbc.ua/ukr/news/poraneniy-hameneyi-mozhe-vesti-peregovori-1778307101.html,,,,88
Киллер РФ планировал убийство топ-чиновника ВМС Украины до 9 мая,https://www.rbc.ua/ukr/news/kiler-rf-planuvav-vbivstvo-top-posadovtsya-1778312598.html,,,,64
"В Одессе мужчина открыл стрельбу в пиццерии, его задержали Пт 08.05.2026, 22:50",https://www.rbc.ua/ukr/news/odesi-cholovik-vidkriv-strilyaninu-pitseriyi-1778269187.html,,,,79
"Экс-судью Тандыра, который сбил нацгвардейца, разоблачили на махинациях с квартирами Пт 08.05.2026, 21:24",https://www.rbc.ua/ukr/news/ekssuddyu-tandira-kiy-zbiv-natsgvardiytsya-1778264156.html,,,,105
"РФ перебросила танковую дивизию в Покровск, а в Гришино идут стрелковые бои, - ДШВ",https://www.rbc.ua/ukr/news/rf-perekinula-tankovu-diviziyu-pokrovsk-grishinomu-1778316872.html,,,,82
"Украина испытала ИИ-турель для перехвата российских дронов, - Федоров",https://www.rbc.ua/ukr/news/ukrayina-viprobuvala-shi-turel-perehoplennya-1778316711.html,,,11:51,69
Трамп готов отправить делегацию в Москву для переговоров по Украине для переговоров по Украине,https://www.rbc.ua/ukr/news/tramp-gotoviy-vidpraviti-delegatsiyu-moskvi-1778313351.html,,,11:01,94
На Канарах начались протесты из-за прибытия на остров лайнера с хантавирусом,https://www.rbc.ua/ukr/news/kanarah-pochalis-protesti-cherez-pributtya-1778300929.html,,,08:04,76
"США и Иран могут возобновить переговоры на следующей неделе, - WSJ",https://www.rbc.ua/ukr/news/ssha-ta-iran-mozhut-vidnoviti-peregovori-1778297879.html,,,07:31,66
Условий для снижения нет: что ждать от курса доллара и евро на следующей неделе,https://www.rbc.ua/ukr/news/umov-znizhennya-nemae-shcho-chekati-vid-kursu-1778136755.html,,,07:30,79
Дожди и грозы накроют часть Украины: в каких регионах ждать осадки сегодня,https://www.rbc.ua/ukr/news/doshchi-ta-grozi-nakriyut-chastinu-ukrayini-1778245659.html,,,07:00,74
"Тайвань урезал пакет закупок оружия у США: Госдеп увидел в этом уступку Китаю, - Reuters",https://www.rbc.ua/ukr/news/tayvan-urizav-paket-zakupivel-zbroyi-ssha-1778294882.html,,,05:55,88
Ирак открыл огромное месторождение нефти на фоне энергетического кризиса,https://www.rbc.ua/ukr/news/irak-vidkriv-velichezne-rodovishche-nafti-1778293169.html,,,05:24,72
"США снова взялись за Гренландию? Спецпредставитель Трампа впервые посетит остров, - AP",https://www.rbc.ua/ukr/news/ssha-znovu-vzyalisya-grenlandiyu-spetspredstavnik-1778290274.html,,,04:57,86
Куба останется без никеля после давления Трампа на канадцев,https://www.rbc.ua/ukr/news/kuba-zalishitsya-nikelyu-pislya-tisku-trampa-1778288466.html,,,04:29,59
"Администрация Трампа обжаловала решение суда, который признал тарифы незаконными",https://www.rbc.ua/ukr/news/administratsiya-trampa-oskarzhila-rishennya-1778287861.html,,,03:51,80
У Путина зашкаливает паранойя: охрана снимает с чиновников РФ даже часы,https://www.rbc.ua/ukr/news/putina-zashkalyue-paranoya-ohorona-znimae-1778285162.html,,,03:17,71
Катар спасет переговоры США и Ирана? Вэнс встретился с главным посредником,https://www.rbc.ua/ukr/news/katar-vryatue-peregovori-ssha-ta-iranu-vens-1778281213.html,,,02:49,74
